design_id,gamma,local_mixing,contact_scale,sick_contact_multiplier,sick_mobility_multiplier,seed_infections_per_week,initial_exposed_per_case,initial_infectious_per_case,seasonal_amplitude,seasonal_peak_week,seasonal_period_weeks,beta_0,sigma,eta,nu,delta,phi,mu,psi,reporting_rate,sh_noise_multiplier,noise_scale,dt
14,0.07612881620262688,0.3307774395048215,0.16101661432108363,0.6400965900624073,0.15021977505302422,5.388566505134667,2.230952526580632,0.4183945768922372,0.7011529406709281,15.706723253634634,51.78384414439326,4.142124527838605e-05,0.07478880591289384,3.200570963259122e-05,0.003518355971696631,0.0008735623425099308,0.09793518347773993,10.1507834584305,0.36681662477103155,0.8733401725160611,0.9307832644583421,0.031015661958052904,0.018101890133857133
15,0.07027153378646407,0.3248796593350797,0.18750087873845522,0.6126335935359516,0.11373038171926617,5.144579646350049,2.035515464463566,0.36429664425989944,0.6973283098737472,13.624098791048077,52.4622175578693,5.020570824518606e-05,0.08806737177141524,3.0012321774541396e-05,0.0034046842761163935,0.0008791075444500802,0.10304090635801468,9.655410575987169,0.2928204540351435,0.9454799360201713,0.9002805276843582,0.03264312426787781,0.017190974932205814
16,0.0748169709021136,0.4398674799076999,0.15489502583305487,0.7222885443862707,0.11910350285872946,5.904951287554732,1.7357903707342983,0.48860761292002547,0.5506911258282408,15.858014710694965,50.177391538997526,4.374014845960302e-05,0.09462228845843353,2.9583839668215747e-05,0.0031657473014570997,0.0007771998147162755,0.14177473279747133,10.29643586632854,0.335289984298098,0.8803120229794883,0.9488570388972597,0.032949323822454316,0.016579628453015253
17,0.06506485930794412,0.37834493227278154,0.13413604326891562,0.613965684663147,0.12467552390777809,4.642426294420964,1.9646990306917438,0.24491525300435688,0.7057747502284332,12.729960046824392,53.85744113523926,4.933517761837735e-05,0.0988981460823993,3.078310976092242e-05,0.002958400173179215,0.0009202009293165433,0.12350297576241179,10.011374322298805,0.30678957812676166,0.8024148259557619,0.8609979136500961,0.02670079978368742,0.020109468715739924
18,0.0742924957247682,0.41603793423638463,0.15592826295133738,0.6394472522100059,0.15295346930002052,4.86523089404068,2.377669426353874,0.4377381020555253,0.6288887057059924,11.046787054602486,52.9473723174324,4.005519838003918e-05,0.0902965419828302,2.881773565515926e-05,0.0032544366639995284,0.0008388196850877385,0.1205167162799578,9.664139787098026,0.39796674899494056,0.9043314503462572,0.979725995358314,0.02403753454306899,0.019774206951920614
19,0.06945347473243099,0.3612601361806786,0.14013161287842088,0.712466215795432,0.11582549550056194,4.308550226291484,2.078060596586536,0.33540708941631475,0.5963904655244004,11.012804501183997,50.782641442606334,3.9619871255916914e-05,0.09441005054786014,2.9862134498999262e-05,0.0027590802079091236,0.0009359681109805882,0.11497322366224268,11.52800982240003,0.28717494032320545,0.8283470949146495,0.8796135841417075,0.02632843661604135,0.023719417456641755
20,0.06444858475178866,0.3039923462809464,0.15198506243901314,0.7505105113559586,0.12748652217185663,6.189577449742384,2.096088852720101,0.3568596191422708,0.5096557624251141,15.936732302856136,50.52721353829412,4.806333962789095e-05,0.08526515243869359,2.900611592917925e-05,0.0035097896006366864,0.001062239252963411,0.1043822431403049,8.122613407880824,0.3119993394264545,0.9543757858507463,0.8729868626275992,0.027837033577652825,0.02346150138119462
21,0.07750343118497026,0.4007005859552814,0.12687998398122086,0.6748268695423807,0.1455833217787541,6.02206328793283,1.8193401911007787,0.4699666779273353,0.5064219757868492,10.992804809374322,53.072125063217285,4.677927937946226e-05,0.08511989071513855,3.218701818457488e-05,0.0025895149119770887,0.0008985672977334831,0.1159619218459124,9.594904368227594,0.3775661918950828,0.9700413042131036,0.8750696354120369,0.03419709074179312,0.01652243884629877
22,0.0589988035367404,0.3483353927376837,0.15398102114828954,0.531048213635937,0.1491418530687949,5.8987735787605455,1.6662053330670457,0.5448178863137341,0.4873109265488706,10.832870771249793,53.34570776554591,4.1980929231452e-05,0.07928412360512063,2.6167434870124e-05,0.0027693703781423024,0.0009871824630675158,0.11807215879020486,11.754023358892871,0.34651024490467663,0.8889725925559445,0.8922978449493262,0.031484502881662504,0.01794331477466999
23,0.06383489341934216,0.4355062477844628,0.18373077577112018,0.7406888556887317,0.15322142013835965,5.83991874190196,1.8011590544609544,0.31715200687939815,0.6857598916690588,13.730802365332991,52.55204262585498,5.1844774796783054e-05,0.08691401823861084,2.4844616248895075e-05,0.0029095517918998406,0.0009007677453356535,0.1307935411925315,8.407084200231361,0.3737449593777805,0.8138343643780934,0.9351698177039536,0.025805329514364813,0.02145821688756635
24,0.07658824076148085,0.3536407121519464,0.18613852961021513,0.7231779179512692,0.1636406653182706,5.011682580273057,2.2384228098732812,0.3504621958376395,0.6444998752747663,13.813348401583246,53.42102136370838,4.905016046826316e-05,0.08662947696018984,2.6550784067105287e-05,0.002939532194157173,0.0009191145186595427,0.13787046959877064,8.362022865561059,0.287883053438037,0.8975020682803648,0.8467076491320612,0.02883644745203883,0.016985552805178744
25,0.07264132096827168,0.3488754061493873,0.16378225576002964,0.5757234009751017,0.12143449564337178,4.2489174532821075,2.1857930009411515,0.5110111371135075,0.6261292188781092,14.713729034057675,53.92683400309389,5.489904689313437e-05,0.07942288672896601,2.4614679164572196e-05,0.0026550393368390654,0.0009279307904537629,0.11568236760613382,8.829208423212028,0.3439268772392757,0.8897493876954599,0.8911649008856887,0.024162701504895887,0.02079148949729317
26,0.07564335959805939,0.3766713144894597,0.1511464686986557,0.6791800953514329,0.11512292066615623,4.412619372478606,2.208691634125443,0.5239708237768667,0.5009557188334476,11.864747536469674,51.36055919049142,4.719602872474928e-05,0.07515043612153641,2.2880870395164835e-05,0.0031046260762897645,0.0007943030559163002,0.11947371159749828,11.184424364352932,0.3545150778131013,0.8307151280098152,0.9034320222988766,0.02646558474282066,0.018538090689513193
27,0.07000962160811415,0.3958191578618313,0.17647408065561443,0.7657887551140068,0.11185616476311232,4.689874626415086,1.6548919932455892,0.3660582107519719,0.5428420275127845,14.644560279954543,53.32623473006647,3.925732670723709e-05,0.08640132241600595,2.4518193038667165e-05,0.0030961487532950873,0.0009698901683814483,0.13569778249261633,8.980525407924077,0.2680944258040422,0.8278374744680045,0.9652930409986019,0.02849020147311358,0.020048901773364863
28,0.07780089629800006,0.38492169452978037,0.14966509819973514,0.5960520740195966,0.1566920441889305,5.945988640080571,1.8367178656255807,0.534803638422951,0.6581308953991157,15.584107308777938,53.289977796912254,4.2654684940946e-05,0.07628036916725581,3.210340928553616e-05,0.002663121208728395,0.0008303240295416221,0.11359875581747247,9.830783713660308,0.38999232184199184,0.8673624931664365,0.9080508148270525,0.027884168305571153,0.016182870314692746
29,0.07350107671681971,0.326817789482506,0.1662608263018956,0.5813782656685225,0.12072224551419716,6.03926872666305,1.8603901243394743,0.6234680201816284,0.6816527727608267,12.178777025632414,51.05405943009739,3.751163587501637e-05,0.08728790552158469,2.2745027961443968e-05,0.002972868475021944,0.0010119100667623213,0.10217164564769096,9.329343735693604,0.34016664584942674,0.8615188143200684,0.8772209800561432,0.024876305090137024,0.023880172173935964
30,0.07515954963445037,0.4175544700570435,0.16325086555959384,0.677159159080803,0.12402174179586056,5.358767885144812,2.2144473850551476,0.41286249011902576,0.5491055597448731,13.279434585279882,53.744473192035755,3.9349657582639246e-05,0.0963646940202921,3.0425298348682555e-05,0.003504579196098607,0.001002465252155297,0.11544448881831493,11.535325680221636,0.3370016760731115,0.9346894571669608,0.9208939942713048,0.028237137886127035,0.022946243582440663
31,0.07390269610099479,0.35800263767956053,0.1884651807322369,0.6642182574929694,0.1255076120535621,4.8788201507931594,1.9510876364967293,0.5826847991600224,0.58104304088712,14.181959458754866,52.60294519676758,4.5630405019705533e-05,0.10199811191158145,2.5667602717062576e-05,0.0026963026296235684,0.0008113750842078893,0.12729771062826534,11.03362149678932,0.3309803134017153,0.8585492776183344,0.9526379671446452,0.03373833856316594,0.01962535352701181
32,0.062453208984409696,0.3919510811428918,0.17547434523489758,0.6691369740475961,0.11695756830913609,4.894771981847804,1.7848895241100813,0.5590809733433932,0.627637365341692,13.790660892759623,50.35395853353758,4.181389913789629e-05,0.10657618394258841,2.7240577024217822e-05,0.0027002943418767307,0.0007962792057654427,0.11215426805991247,8.006722013601015,0.30356156804625817,0.8338798957650685,0.8073487520851893,0.03348091461826796,0.02199371511807674
33,0.07742395807994691,0.4514584739430632,0.17759274668056232,0.753667561630378,0.13296853180599538,5.461463304406228,2.275904494984682,0.34898991538095164,0.5885045294009764,15.67347196090909,53.63280520877616,3.832225122518258e-05,0.10521983123652706,2.9050363733991702e-05,0.0024021241689874255,0.0010221748807226962,0.13984146632780828,10.366679407544115,0.3332524631026708,0.9658522135844667,0.8205508450692055,0.025974145774174128,0.018774881831646596
34,0.07528492785808376,0.3440075284495834,0.17445186932508935,0.5750229657046473,0.13453905201884875,4.848880566956154,2.3069802447367542,0.3604711724620271,0.6782951838027621,14.101099181010238,52.1792288558015,5.586845022926178e-05,0.09122612033428439,2.525573308234868e-05,0.0034849808632957287,0.000973650470371161,0.0970790949469286,9.45575791660159,0.350538777014783,0.936896617997811,0.8607511368946889,0.027039533794037472,0.02285829454507237
35,0.05821702445335822,0.31122093148170954,0.14785501891650335,0.7012001496509233,0.14333519785612409,5.446871638435985,1.7907465631096562,0.576237343676683,0.5281384222633106,14.043882645020043,51.48824526654665,3.859243816122902e-05,0.07808294823435544,2.220624638229936e-05,0.002830764157398907,0.0007538067725801137,0.14222783027775474,8.550291893090751,0.2944412400446784,0.9799046968313634,0.885148863764473,0.02733982701104107,0.019184220540902425
36,0.07423099538131951,0.40782324472113113,0.1742849753163964,0.5662058051687614,0.138369247787747,5.583592507350311,1.6172561091240105,0.45015478283174637,0.59603677128969,15.291131792008821,50.74649222232126,5.0065223420518064e-05,0.10299373349473015,2.7627786646020748e-05,0.0028705994258565112,0.0007621049791467123,0.1024788779325129,11.140042135156623,0.29813006743678877,0.8747197350147329,0.8522369392084524,0.03596284639447297,0.021088809250917537
37,0.061133887250470045,0.3594385643931179,0.1572759159279909,0.5472326117033679,0.13045359226782566,4.979900873193536,1.7234028455755832,0.577485026482353,0.5237773993828965,15.197427145582342,50.448427887220674,4.1312999619697605e-05,0.08794847195825126,3.143523186459939e-05,0.0030867989498567436,0.001052533380113537,0.13926876818778142,8.914621586996326,0.31443919653279584,0.9211196293293085,0.9193979349274966,0.024346147825673074,0.022094847796433233
38,0.06407704960737054,0.35650637377391525,0.17365770145194295,0.698851777034702,0.12000770631956202,5.653836127900099,1.6935583726207133,0.2911988510176915,0.6503730857920014,12.895540974868144,53.16317361510857,5.166054178164845e-05,0.09505026322698952,2.476670663478706e-05,0.003489312074281955,0.001009531256081941,0.12321314329344468,10.817188644322284,0.3516502808441576,0.9714536362241871,0.8174090374285543,0.030171967941026993,0.020912127336691823
39,0.0688549542400807,0.43772184683819515,0.16216812025945837,0.6535484084113654,0.15598401155676453,4.764007091721687,2.1453196759501796,0.5538068025426877,0.5646456272324245,13.46327158561889,52.68851381104719,4.6195965865483866e-05,0.1046110753972922,2.2601718188613685e-05,0.0035522869305708686,0.0008873635266139323,0.10633478530526363,8.039443938695202,0.26912261891355316,0.9182745261547831,0.9342265324117239,0.026612868550358472,0.01608470522341939
40,0.06513216307835958,0.38404287807887244,0.1367562373636524,0.6004833386966327,0.11207975353677078,5.0252261619877086,2.039208173752495,0.5406734376112703,0.6634235915510129,11.720299694585632,50.98210737332721,3.990365949918506e-05,0.07700607537876505,2.5455580234675868e-05,0.0031960841531792406,0.0008374314790032443,0.13125705937602394,9.947413968654983,0.3872100687926778,0.9163161879639712,0.9968748135389429,0.029133357147923183,0.017880716306533474
41,0.07902747121599739,0.33412127801736535,0.1715949004430258,0.6374088154317782,0.1660070070350806,6.095838531669005,1.8765938830543454,0.3053246742988084,0.5856078788146084,10.927364904540955,51.50470136485846,4.8454592566040765e-05,0.08942479775886855,2.4221463049388984e-05,0.003590180901276373,0.0010371092280972065,0.10040381315794594,10.665278711937688,0.2757203833770793,0.9252732782279451,0.9241838320877279,0.032795143474047654,0.020748524878000555
42,0.06732731042842868,0.4329646088774352,0.17526552018459574,0.784397638177027,0.16521083327797226,4.83680108414761,2.344982270138428,0.3148383103695732,0.591117118861313,11.3658795597808,51.404147078883774,5.33753481708875e-05,0.08173762299354559,2.7107855159571326e-05,0.003287985270550329,0.0009397352178278623,0.1054568475398816,11.93817878958423,0.36125126004070013,0.944450899552602,0.8740026814349044,0.02918009112340671,0.023812795956613415
43,0.07719072986524869,0.34227100705839925,0.15328469242463377,0.6755616254565456,0.15185329007498927,4.457174583749666,1.8741316600715963,0.26450880139818833,0.6531865340514043,12.629777590388054,50.86140501065925,5.491958583444512e-05,0.07615631134890691,2.737373656720083e-05,0.0033681950791137035,0.0007430892047060959,0.1279765904015979,8.476716709467688,0.3285958280248672,0.9976003198715968,0.8668246324418266,0.029433357163627587,0.018642128297079386
44,0.06709130428010066,0.3395838957327815,0.1595397375059718,0.772044397489283,0.14038899242984765,6.253716736190725,2.3543281430327525,0.46218886082590666,0.554031832596588,14.306341765861646,51.860183726324095,4.594615213415647e-05,0.10763459197840364,2.235165655857357e-05,0.00241765596411446,0.0009452485943429695,0.12931482213488604,10.260238614425006,0.30454459380689947,0.9004309873710978,0.9412538352815439,0.03176104934957004,0.022689236151479917
45,0.07690365070685831,0.4312729157518157,0.14743650476463582,0.7858350117056208,0.1365953116699149,5.268083476028241,2.025092057809152,0.23782742074617974,0.5335745705413248,12.57969403584762,53.259426561829926,4.3942650637698626e-05,0.08897063217220119,2.4941951270447505e-05,0.002652467811451788,0.0009382694655940067,0.13044405546692633,11.384979944942156,0.3569337587080926,0.9053647822589735,0.9710834888252167,0.0339504651882251,0.016005722701689366
46,0.05865797621363462,0.423580469693097,0.18460623252041097,0.7247806608884511,0.15724601701510932,4.730910762425863,1.634377726133064,0.428012149427463,0.6465156915578312,15.493655454703468,50.0272550013944,5.1698171473002374e-05,0.10484629788359644,2.7074667768332595e-05,0.003068820856743277,0.0010499413679041381,0.13380186741339306,8.950161185894839,0.34994347900743183,0.8395977273792647,0.9880701793098372,0.02577879110177554,0.020490909700683787
47,0.061451491201679254,0.3296430710666123,0.18204971562523709,0.7762215405067628,0.15201746073636582,6.223840236539292,1.8564290359042395,0.4997542993658801,0.6835016321641691,14.868512006035747,53.23698574140857,4.7649125231701213e-05,0.08322317872879137,2.363781814257028e-05,0.002565747974139711,0.0007383255803364285,0.1329753934349799,11.98801989339492,0.3434592061296245,0.8156195355425448,0.9615463176969952,0.03545968549878183,0.016714420555259752
48,0.07191810463919025,0.3458011667093146,0.14588452812381558,0.5793758959369026,0.13859966496493756,5.411856810540057,1.7144432387518604,0.35410199109481183,0.6937890031276615,14.569047224304889,51.136151318539895,5.545394988492952e-05,0.07822001102713359,2.666872066139442e-05,0.003566310021897459,0.0010146610521447074,0.10144137718683219,9.863096360895515,0.32104212991825587,0.8550664694987773,0.9166401360359946,0.031818496123249836,0.019461598565746474
49,0.07799019302848519,0.40640831819958845,0.16432694353720884,0.644659126976952,0.11854409140588565,5.66380029905563,1.9385800328688312,0.519613568743809,0.5184501208863415,15.78155205276397,52.42907749426385,5.577262582842613e-05,0.09751630246360342,2.624549633110634e-05,0.0024633515100572806,0.0008290091540611423,0.10697742327561827,10.58287707112758,0.31506761307734005,0.9906996140711779,0.8372221746796306,0.034051901872864714,0.017056092205207977
50,0.07844135665591825,0.3880370801475741,0.18895942626176143,0.54358644983377,0.12868573262745506,5.070321274509729,1.7533803059973156,0.23466398198677413,0.6863310165690796,11.273703319524097,52.33921399872837,4.20962781893786e-05,0.10075743778137693,2.6599891932249156e-05,0.0035589292673180502,0.0008717625002698868,0.12987037539042373,9.495001453474973,0.38887156218473734,0.8215369134232398,0.8377125726518337,0.026374512135477826,0.020237414121375467
51,0.06595753910160274,0.4291079493226838,0.1355189948326432,0.7117094882725452,0.15463308723071237,4.195887479230253,1.7809635934070709,0.443984339120424,0.620030948914857,14.321793797361535,51.43360336407395,4.050103074997292e-05,0.09159616304266631,2.3891354302588785e-05,0.0029193399873314405,0.000807972891441976,0.12377870566778149,10.218862912658155,0.39254878989947806,0.8449126789581093,0.9552633409462818,0.024743033175736492,0.017566164479826604
52,0.07077985347359272,0.37880862559586403,0.13128915606393823,0.7463194073464969,0.14377388741815464,4.529930540366297,2.279472959947224,0.6082244022726885,0.6796645712369687,14.804711802839353,52.13286972550654,3.95636069548793e-05,0.09568967556306746,2.4389949913801118e-05,0.0026771786637900573,0.0007734066628199562,0.1432366286214248,11.353721499315556,0.31290659203131865,0.9602726651488396,0.8103312551508398,0.025241417953716472,0.023115723674900873
53,0.07835764285212961,0.3182422938969909,0.14108787579499668,0.5554653911433386,0.16136257192508544,4.491618542786723,2.0515582411431863,0.40436640663722545,0.5984279848674724,12.947251571079894,51.45380087981817,4.9178999698019484e-05,0.09950903502588249,3.0308414490383163e-05,0.0031984627850432006,0.0010644999586939725,0.1253885111513049,8.071608339095437,0.31903566032559405,0.8536368128474503,0.8867194808561153,0.029525053759175957,0.017817657244817757
54,0.06971808297039718,0.321574214161769,0.17711832862160848,0.7814462627343006,0.15934295082518027,4.8143305213794365,2.364623123224173,0.6248002498175736,0.6614831079122923,13.929940881800206,50.82843097534961,4.9775330282927524e-05,0.10280867433455353,2.516096102715225e-05,0.0034657953271422007,0.0009872864427715453,0.10882023949845246,10.451833798632384,0.3268670527744819,0.9404754041266504,0.9591750884923593,0.027564085574293944,0.019603986495449935
55,0.07464803947241108,0.3322908823388694,0.15014680351661502,0.7315315709805841,0.12175286814210515,4.3808696932440725,1.8641328321779262,0.5505129818942833,0.5686194456757704,13.235682779301767,53.559869701535874,3.778575007490072e-05,0.07676101554939362,2.284309232294389e-05,0.0030625762164815675,0.0007850576511646058,0.13503469358720444,9.737021322674055,0.3977413155454078,0.9924772109197404,0.839381182337306,0.024273429599487712,0.018297300870696816
56,0.0570177942448762,0.3251723008747426,0.14277492779039505,0.6209307547983707,0.1378502594062096,5.879342532834325,1.9901061457035747,0.5885968750934396,0.545965610627487,11.521316408473691,53.571678366990255,4.290154718871366e-05,0.10134350025172974,2.824275053257183e-05,0.0033898555355306764,0.0009912887537834561,0.1409069531569659,11.577121391702024,0.39355869873807336,0.8348454084805899,0.8899289001635268,0.03509831715255029,0.017333599965292372
57,0.060920256544226725,0.31408605083448116,0.18694608725187062,0.6892523969302109,0.14686382457548924,4.784740064952626,1.825285736176128,0.2970863705365614,0.71435083967845,15.995643209601555,53.79331613222038,5.2733931544304326e-05,0.08229726725207237,2.4647525608866496e-05,0.0026415033566668023,0.0007929005654435538,0.1097866015201746,9.26964643885935,0.3824970057832461,0.9133352723972226,0.9231657839463729,0.03033531811971948,0.022354680410217872
58,0.06175373387876908,0.39951359067550213,0.18167790622208885,0.6574696072070993,0.11818835673506375,5.690902184492833,1.7298820219838211,0.5837784342086181,0.575296986860962,11.385182270452576,52.229953966289685,5.554273971709379e-05,0.08611933668757678,3.172219619165554e-05,0.0025973522143629586,0.0010173643702063556,0.11408435305285175,10.735393193668617,0.2973013613595497,0.8998188738549308,0.9431898219114274,0.02461543420847955,0.019321683817979864
59,0.073209824659996,0.4214975095716952,0.17787561950797962,0.6260785503611078,0.1538124349792373,4.330059309985681,2.232453404247793,0.3888859075604071,0.6417628785667477,15.477321421444758,51.90622196554418,4.515221169710148e-05,0.07578061041914588,2.695046636703444e-05,0.0028190135945562324,0.0008851156030839429,0.12098534540185343,11.464032180838645,0.37040316793410644,0.8838731946066234,0.8640355080773758,0.030599690168459977,0.022499175568822787
60,0.06251910547750893,0.3902221547844864,0.16946014923013186,0.6622798774779806,0.11951548007445148,5.328749433192946,2.070435624398653,0.3426623156704807,0.49502948981573636,11.129144655806915,50.31988171843253,3.7581888067930864e-05,0.10496385428348515,2.4140067447128096e-05,0.003212485030606651,0.0010666457553619852,0.11314479249876859,8.139571945801922,0.28395256028374255,0.8909959000590305,0.9573664277815307,0.0322546750993194,0.02227649804062681
61,0.07607718297857552,0.3661220539499745,0.134650243211867,0.72897184175791,0.11287031402460644,5.334058779635983,2.0154031170327618,0.5678521666245713,0.6067746753487241,11.199824246595767,51.23006135247505,4.757712320415287e-05,0.093094177494658,2.3135258845478534e-05,0.003418500692423283,0.0008246457844551345,0.13188587725240963,11.120183102185939,0.33573900466167433,0.8194678558114835,0.9840392933906755,0.03255804352036351,0.021420413394537367
62,0.06290451013784246,0.3605651676749786,0.17879742033550872,0.7734745216356751,0.15556488854723668,5.292945917197937,2.255378514768461,0.33694063481713615,0.6991683625602073,13.943955376904343,53.0292900107601,4.045707548789263e-05,0.08407415008359446,3.227651231113543e-05,0.003341326864428662,0.0010485615279113793,0.09786795255052237,10.09718781166357,0.31582869334917496,0.8002264457034701,0.85020475862967,0.02558169485542463,0.01717334592406992
63,0.059721214660906866,0.44436826476315416,0.1683250298843164,0.6059395666261115,0.12052201957811765,4.429593729194723,1.932837064327722,0.277672121227975,0.7035608856052623,12.245913354789042,50.15073972800442,5.1466691752957275e-05,0.10702912509747167,2.9520773898859417e-05,0.0028846921761642155,0.000854942091581999,0.10588430392850998,11.212710100965834,0.29563985091848477,0.9188636047136368,0.8324229098778695,0.03341098559019755,0.021358583921625263
64,0.06916107531618429,0.303831128804253,0.1678638385517508,0.6427168266629681,0.1483424702492311,5.116147610970534,1.8090768732690286,0.5148043282813459,0.5676281727229666,12.071638259291385,53.20456513676083,5.0629881383548454e-05,0.07902436408106335,2.743551470462008e-05,0.002420427070083795,0.0008474990122815118,0.13602560789575815,10.203786100148857,0.33347666740542314,0.976988411083502,0.9635426304751811,0.027189265859279506,0.022233450282573824
